student_id,date_registered,total_minutes_watched,num_paid_days,buckets
274276,2022-05-17,164.2,123,"(120, 240]"
263076,2022-02-08,2833.91,264,"(2000, 3000]"
261590,2022-01-25,987.11,277,"(480, 1000]"
280324,2022-07-04,1460.23,117,"(1000, 2000]"
270988,2022-04-16,483.96,92,"(480, 1000]"
275129,2022-05-26,2047.74,158,"(2000, 3000]"
280207,2022-07-03,1707.88,113,"(1000, 2000]"
275490,2022-05-31,326.63,153,"(240, 480]"
267916,2022-03-19,3181.89,226,"(3000, 4000]"
284063,2022-08-05,53.32,87,"(30, 60]"
283809,2022-08-04,675.97,31,"(480, 1000]"
284342,2022-08-08,6.47,3,"(0, 30]"
272838,2022-05-04,1003.69,180,"(1000, 2000]"
286717,2022-08-17,502.46,73,"(480, 1000]"
267114,2022-03-13,1233.03,232,"(1000, 2000]"
278177,2022-06-17,491.37,136,"(480, 1000]"
286607,2022-08-16,240.87,31,"(240, 480]"
269975,2022-04-07,557.45,200,"(480, 1000]"
284531,2022-08-09,1321.64,79,"(1000, 2000]"
269959,2022-04-07,452.07,158,"(240, 480]"
289047,2022-09-01,1597.56,53,"(1000, 2000]"
282687,2022-07-26,541.49,97,"(480, 1000]"
288791,2022-08-30,175.06,62,"(120, 240]"
287565,2022-08-22,1123.85,31,"(1000, 2000]"
269068,2022-03-31,262.96,214,"(240, 480]"
282638,2022-07-26,464.56,92,"(240, 480]"
289609,2022-09-06,161.63,55,"(120, 240]"
293324,2022-10-05,924.18,20,"(480, 1000]"
265519,2022-03-01,1594.05,244,"(1000, 2000]"
292815,2022-10-01,1905.13,29,"(1000, 2000]"
274572,2022-05-20,972.46,163,"(480, 1000]"
293564,2022-10-06,921.89,24,"(480, 1000]"
295256,2022-10-19,1108.5,12,"(1000, 2000]"
292139,2022-09-26,205.2,15,"(120, 240]"
289232,2022-09-02,181.29,53,"(120, 240]"
291214,2022-09-18,0.4,41,"(0, 30]"
272906,2022-05-05,318.87,175,"(240, 480]"
295817,2022-10-23,20.98,5,"(0, 30]"
258822,2022-01-01,382.31,31,"(240, 480]"
259506,2022-01-06,522.05,292,"(480, 1000]"
261183,2022-01-21,581.68,283,"(480, 1000]"
259054,2022-01-03,69.39,277,"(60, 120]"
262596,2022-02-04,1401.26,181,"(1000, 2000]"
260593,2022-01-16,2245.26,287,"(2000, 3000]"
264514,2022-02-21,2605.91,89,"(2000, 3000]"
266544,2022-03-09,462.64,235,"(240, 480]"
263008,2022-02-08,379.17,215,"(240, 480]"
268641,2022-03-26,728.91,219,"(480, 1000]"
269653,2022-04-04,412.21,91,"(240, 480]"
269771,2022-04-05,861.2,208,"(480, 1000]"
265110,2022-02-26,1028.24,246,"(1000, 2000]"
270957,2022-04-16,1320.94,30,"(1000, 2000]"
269984,2022-04-07,1649.07,194,"(1000, 2000]"
262992,2022-02-07,642.57,89,"(480, 1000]"
266548,2022-03-09,2348.78,61,"(2000, 3000]"
261771,2022-01-27,882.24,277,"(480, 1000]"
260916,2022-01-19,523.27,279,"(480, 1000]"
268331,2022-03-22,2865.86,223,"(2000, 3000]"
272437,2022-04-30,742.41,31,"(480, 1000]"
261905,2022-01-29,4961.14,271,"(4000, 6000]"
266012,2022-03-06,3758.36,220,"(3000, 4000]"
276990,2022-06-08,243.41,12,"(240, 480]"
271352,2022-04-20,125.14,29,"(120, 240]"
261412,2022-01-24,3224.16,280,"(3000, 4000]"
277866,2022-06-15,2561.05,137,"(2000, 3000]"
278344,2022-06-18,461.34,135,"(240, 480]"
261086,2022-01-20,490.77,284,"(480, 1000]"
279881,2022-06-30,246.24,119,"(240, 480]"
262714,2022-02-05,917.04,181,"(480, 1000]"
275033,2022-05-25,1769.81,155,"(1000, 2000]"
268985,2022-03-30,2908.19,214,"(2000, 3000]"
271664,2022-04-23,1582.1,153,"(1000, 2000]"
260465,2022-01-14,3724.39,290,"(3000, 4000]"
281522,2022-07-14,1063.43,101,"(1000, 2000]"
282291,2022-07-22,1574.98,101,"(1000, 2000]"
282336,2022-07-22,559.85,100,"(480, 1000]"
281989,2022-07-18,353.32,105,"(240, 480]"
264228,2022-02-19,859.27,103,"(480, 1000]"
277398,2022-06-11,1412.02,141,"(1000, 2000]"
278283,2022-06-18,5234.02,134,"(4000, 6000]"
261828,2022-01-28,1577.26,223,"(1000, 2000]"
284487,2022-08-08,1357.44,31,"(1000, 2000]"
268473,2022-03-24,1491.28,221,"(1000, 2000]"
268242,2022-03-21,1989.52,197,"(1000, 2000]"
285670,2022-08-15,464.9,31,"(240, 480]"
265714,2022-03-03,59.15,242,"(30, 60]"
260915,2022-01-19,727.87,279,"(480, 1000]"
266332,2022-03-08,1601.54,237,"(1000, 2000]"
282915,2022-07-28,582.65,95,"(480, 1000]"
259494,2022-01-06,918.37,280,"(480, 1000]"
277499,2022-06-12,1600.52,141,"(1000, 2000]"
292576,2022-09-29,309.21,32,"(240, 480]"
280345,2022-07-05,1453.03,31,"(1000, 2000]"
271991,2022-04-26,2924.54,188,"(2000, 3000]"
290746,2022-09-14,1745.22,39,"(1000, 2000]"
261810,2022-01-28,977.35,276,"(480, 1000]"
274798,2022-05-23,1929.08,161,"(1000, 2000]"
294193,2022-10-11,524.53,20,"(480, 1000]"
260684,2022-01-16,830.05,284,"(480, 1000]"
268348,2022-03-22,188.56,221,"(120, 240]"
288923,2022-08-31,879.84,58,"(480, 1000]"
287143,2022-08-18,3087.6,73,"(3000, 4000]"
258916,2022-01-02,537.84,302,"(480, 1000]"
258803,2022-01-01,619.64,303,"(480, 1000]"
258862,2022-01-01,639.4,303,"(480, 1000]"
258865,2022-01-01,318.38,303,"(240, 480]"
258878,2022-01-01,133.76,303,"(120, 240]"
258984,2022-01-02,434.65,302,"(240, 480]"
259011,2022-01-02,809.57,36,"(480, 1000]"
258955,2022-01-02,408.46,301,"(240, 480]"
259106,2022-01-03,2861.73,301,"(2000, 3000]"
258922,2022-01-02,194.93,300,"(120, 240]"
258883,2022-01-01,30,303,"(0, 30]"
259209,2022-01-04,245.2,300,"(240, 480]"
259026,2022-01-02,544.59,151,"(480, 1000]"
259258,2022-01-04,1400.16,300,"(1000, 2000]"
259268,2022-01-04,1393.56,31,"(1000, 2000]"
259429,2022-01-06,1338.53,298,"(1000, 2000]"
259447,2022-01-06,199.83,298,"(120, 240]"
259534,2022-01-06,10.42,90,"(0, 30]"
259510,2022-01-06,173.98,59,"(120, 240]"
259261,2022-01-04,16.6,20,"(0, 30]"
259635,2022-01-07,42.22,297,"(30, 60]"
259684,2022-01-08,188.82,296,"(120, 240]"
259702,2022-01-08,995.37,296,"(480, 1000]"
259260,2022-01-04,69.49,296,"(60, 120]"
259482,2022-01-06,429.04,8,"(240, 480]"
259727,2022-01-08,489.01,296,"(480, 1000]"
259777,2022-01-09,442.18,295,"(240, 480]"
258980,2022-01-02,338.47,296,"(240, 480]"
258971,2022-01-02,242.53,31,"(240, 480]"
259731,2022-01-08,149.64,59,"(120, 240]"
259664,2022-01-08,201.42,294,"(120, 240]"
259938,2022-01-10,842.07,59,"(480, 1000]"
259952,2022-01-10,542.63,294,"(480, 1000]"
259965,2022-01-10,230.81,294,"(120, 240]"
260029,2022-01-11,395.02,293,"(240, 480]"
259953,2022-01-10,997.84,294,"(480, 1000]"
259959,2022-01-10,1003.83,294,"(1000, 2000]"
259689,2022-01-08,14.58,59,"(0, 30]"
259973,2022-01-11,46.44,31,"(30, 60]"
259756,2022-01-08,171.58,26,"(120, 240]"
260132,2022-01-12,1145.01,292,"(1000, 2000]"
260168,2022-01-12,2027.99,292,"(2000, 3000]"
260181,2022-01-12,267.52,292,"(240, 480]"
260217,2022-01-13,116.5,291,"(60, 120]"
259862,2022-01-09,6.57,295,"(0, 30]"
260192,2022-01-12,573.06,291,"(480, 1000]"
259996,2022-01-11,1430.98,243,"(1000, 2000]"
260291,2022-01-13,338.78,291,"(240, 480]"
260324,2022-01-13,416.36,31,"(240, 480]"
260211,2022-01-13,573.43,59,"(480, 1000]"
259464,2022-01-06,26.83,31,"(0, 30]"
260423,2022-01-14,253.88,290,"(240, 480]"
259283,2022-01-04,1727.27,295,"(1000, 2000]"
260486,2022-01-15,2027.66,288,"(2000, 3000]"
260649,2022-01-16,2422.94,288,"(2000, 3000]"
260578,2022-01-15,311.12,289,"(240, 480]"
260707,2022-01-17,166.6,287,"(120, 240]"
260792,2022-01-17,729.68,21,"(480, 1000]"
260815,2022-01-17,677.26,287,"(480, 1000]"
260335,2022-01-14,261.95,290,"(240, 480]"
260829,2022-01-18,689.74,286,"(480, 1000]"
260329,2022-01-13,422.39,286,"(240, 480]"
260834,2022-01-18,170.23,286,"(120, 240]"
260842,2022-01-18,380.14,286,"(240, 480]"
259549,2022-01-07,633.57,294,"(480, 1000]"
260664,2022-01-16,547.82,286,"(480, 1000]"
259262,2022-01-04,992.82,293,"(480, 1000]"
260909,2022-01-18,45.54,31,"(30, 60]"
260920,2022-01-19,799.98,285,"(480, 1000]"
260572,2022-01-15,1521.87,285,"(1000, 2000]"
260898,2022-01-18,636.28,31,"(480, 1000]"
260968,2022-01-19,1214.16,285,"(1000, 2000]"
260988,2022-01-19,208.03,285,"(120, 240]"
260991,2022-01-19,107.6,285,"(60, 120]"
261039,2022-01-20,6.68,284,"(0, 30]"
261073,2022-01-20,2030.46,240,"(2000, 3000]"
261061,2022-01-20,268.71,284,"(240, 480]"
260216,2022-01-13,66.99,283,"(60, 120]"
259483,2022-01-06,97.96,283,"(60, 120]"
261110,2022-01-21,279.36,283,"(240, 480]"
261173,2022-01-21,392.38,283,"(240, 480]"
261212,2022-01-22,3080.14,181,"(3000, 4000]"
260831,2022-01-18,155.27,282,"(120, 240]"
261268,2022-01-22,1001.54,31,"(1000, 2000]"
261295,2022-01-23,81.57,281,"(60, 120]"
261200,2022-01-21,14.78,283,"(0, 30]"
261374,2022-01-23,820.94,281,"(480, 1000]"
261072,2022-01-20,528.19,284,"(480, 1000]"
261389,2022-01-24,2.35,280,"(0, 30]"
261446,2022-01-24,1571.3,280,"(1000, 2000]"
259523,2022-01-06,223.06,279,"(120, 240]"
261291,2022-01-23,151.79,279,"(120, 240]"
261408,2022-01-24,326.56,279,"(240, 480]"
261552,2022-01-25,460.66,279,"(240, 480]"
260891,2022-01-18,467.55,286,"(240, 480]"
261565,2022-01-25,96.2,279,"(60, 120]"
261455,2022-01-24,265.84,31,"(240, 480]"
261585,2022-01-25,461.41,31,"(240, 480]"
261391,2022-01-24,477.82,26,"(240, 480]"
261603,2022-01-26,29.56,278,"(0, 30]"
260024,2022-01-11,320.05,278,"(240, 480]"
261538,2022-01-25,27.5,279,"(0, 30]"
261491,2022-01-24,1913.51,278,"(1000, 2000]"
261490,2022-01-24,135.87,280,"(120, 240]"
261518,2022-01-25,260.78,35,"(240, 480]"
261550,2022-01-25,1892.26,278,"(1000, 2000]"
261662,2022-01-26,108.85,278,"(60, 120]"
261661,2022-01-26,109.27,278,"(60, 120]"
259171,2022-01-04,222.8,90,"(120, 240]"
261679,2022-01-26,38.75,278,"(30, 60]"
261633,2022-01-26,181.74,278,"(120, 240]"
260698,2022-01-16,34.45,277,"(30, 60]"
261685,2022-01-26,1012.39,278,"(1000, 2000]"
261522,2022-01-25,1022.67,277,"(1000, 2000]"
260787,2022-01-17,153.61,278,"(120, 240]"
261654,2022-01-26,295.26,277,"(240, 480]"
261736,2022-01-27,19.6,4,"(0, 30]"
261288,2022-01-23,524.27,281,"(480, 1000]"
261755,2022-01-27,74.68,277,"(60, 120]"
261773,2022-01-27,681.39,31,"(480, 1000]"
261788,2022-01-27,115.87,145,"(60, 120]"
261724,2022-01-27,392.25,277,"(240, 480]"
261431,2022-01-24,54.1,13,"(30, 60]"
261750,2022-01-27,438.44,68,"(240, 480]"
261787,2022-01-27,66.44,276,"(60, 120]"
261822,2022-01-28,375.91,276,"(240, 480]"
261607,2022-01-26,60.59,278,"(60, 120]"
259781,2022-01-09,229.26,277,"(120, 240]"
261809,2022-01-28,587.44,276,"(480, 1000]"
261817,2022-01-28,680.43,276,"(480, 1000]"
261184,2022-01-21,748.18,277,"(480, 1000]"
261644,2022-01-26,432.28,278,"(240, 480]"
261323,2022-01-23,329.72,277,"(240, 480]"
261979,2022-01-29,1036.32,89,"(1000, 2000]"
262198,2022-02-01,224.75,28,"(120, 240]"
261177,2022-01-21,19,283,"(0, 30]"
261658,2022-01-26,678.17,278,"(480, 1000]"
262273,2022-02-01,253.22,272,"(240, 480]"
262288,2022-02-01,1.42,272,"(0, 30]"
261608,2022-01-26,286.65,271,"(240, 480]"
262297,2022-02-01,195.96,272,"(120, 240]"
261337,2022-01-23,957.45,277,"(480, 1000]"
261417,2022-01-24,696.1,280,"(480, 1000]"
261813,2022-01-28,1244.96,276,"(1000, 2000]"
261690,2022-01-26,576.74,278,"(480, 1000]"
261831,2022-01-28,2,21,"(0, 30]"
262599,2022-02-04,1727.44,269,"(1000, 2000]"
262648,2022-02-04,133.1,269,"(120, 240]"
262750,2022-02-05,241.55,59,"(240, 480]"
262792,2022-02-05,1307.79,89,"(1000, 2000]"
262826,2022-02-06,372.42,267,"(240, 480]"
262068,2022-01-30,474.78,273,"(240, 480]"
262861,2022-02-06,305.31,267,"(240, 480]"
261367,2022-01-23,280.85,281,"(240, 480]"
261621,2022-01-26,47.63,278,"(30, 60]"
261554,2022-01-25,433.38,266,"(240, 480]"
261138,2022-01-21,118.67,276,"(60, 120]"
262944,2022-02-07,7.38,266,"(0, 30]"
262955,2022-02-07,357,266,"(240, 480]"
262967,2022-02-07,354.16,28,"(240, 480]"
262421,2022-02-03,80.68,270,"(60, 120]"
262224,2022-02-01,903.55,272,"(480, 1000]"
263000,2022-02-07,401.95,266,"(240, 480]"
262817,2022-02-06,1307.86,267,"(1000, 2000]"
263104,2022-02-08,263.85,154,"(240, 480]"
263118,2022-02-08,288.06,265,"(240, 480]"
263126,2022-02-08,508.43,28,"(480, 1000]"
262550,2022-02-03,314.94,270,"(240, 480]"
262726,2022-02-05,184.87,264,"(120, 240]"
263216,2022-02-09,269.94,264,"(240, 480]"
263210,2022-02-09,207.77,120,"(120, 240]"
261883,2022-01-28,537.99,150,"(480, 1000]"
263146,2022-02-09,52.64,263,"(30, 60]"
263321,2022-02-11,1181.63,262,"(1000, 2000]"
263392,2022-02-11,748.16,262,"(480, 1000]"
263112,2022-02-08,671.61,59,"(480, 1000]"
263300,2022-02-10,322.16,261,"(240, 480]"
263296,2022-02-10,522.24,263,"(480, 1000]"
263472,2022-02-12,175.66,261,"(120, 240]"
263483,2022-02-13,12.97,260,"(0, 30]"
261791,2022-01-28,117.12,276,"(60, 120]"
263364,2022-02-11,163,28,"(120, 240]"
263545,2022-02-13,128.15,260,"(120, 240]"
263564,2022-02-13,1233.55,260,"(1000, 2000]"
263531,2022-02-13,2045.24,260,"(2000, 3000]"
262457,2022-02-03,491.55,28,"(480, 1000]"
261768,2022-01-27,95.53,277,"(60, 120]"
263551,2022-02-13,204.66,28,"(120, 240]"
263690,2022-02-14,3436.85,242,"(3000, 4000]"
263692,2022-02-14,53.48,259,"(30, 60]"
260774,2022-01-17,313.03,28,"(240, 480]"
263776,2022-02-15,18.73,258,"(0, 30]"
263363,2022-02-11,263.87,258,"(240, 480]"
263536,2022-02-13,42.25,28,"(30, 60]"
263791,2022-02-15,347.64,89,"(240, 480]"
263842,2022-02-16,344.22,257,"(240, 480]"
261567,2022-01-25,1289.05,279,"(1000, 2000]"
263798,2022-02-15,436.52,257,"(240, 480]"
263933,2022-02-17,15.07,256,"(0, 30]"
263942,2022-02-17,541.27,28,"(480, 1000]"
263388,2022-02-11,693.46,255,"(480, 1000]"
258930,2022-01-02,171.11,254,"(120, 240]"
264253,2022-02-19,788.94,76,"(480, 1000]"
264290,2022-02-20,360.36,253,"(240, 480]"
264259,2022-02-19,669.8,89,"(480, 1000]"
263497,2022-02-13,144.83,253,"(120, 240]"
264316,2022-02-20,0.95,1,"(0, 30]"
263650,2022-02-14,1653.56,253,"(1000, 2000]"
264391,2022-02-21,34.82,59,"(30, 60]"
263920,2022-02-17,226.57,252,"(120, 240]"
264513,2022-02-21,113.46,252,"(60, 120]"
262412,2022-02-03,1929.14,251,"(1000, 2000]"
264677,2022-02-23,124.47,250,"(120, 240]"
264746,2022-02-23,1021.36,28,"(1000, 2000]"
264549,2022-02-22,812.47,249,"(480, 1000]"
264131,2022-02-18,3808.94,249,"(3000, 4000]"
263496,2022-02-13,1627.16,254,"(1000, 2000]"
264916,2022-02-24,2698.32,249,"(2000, 3000]"
264572,2022-02-22,885.45,248,"(480, 1000]"
265044,2022-02-25,552.51,248,"(480, 1000]"
264696,2022-02-23,513.97,250,"(480, 1000]"
264291,2022-02-20,172.94,120,"(120, 240]"
264400,2022-02-21,903.23,248,"(480, 1000]"
264502,2022-02-21,67.29,151,"(60, 120]"
265106,2022-02-26,64.39,247,"(60, 120]"
265201,2022-02-27,120.45,246,"(120, 240]"
265093,2022-02-26,434.41,246,"(240, 480]"
265218,2022-02-27,348.68,246,"(240, 480]"
265339,2022-02-28,268.46,245,"(240, 480]"
264118,2022-02-18,88.76,251,"(60, 120]"
265390,2022-02-28,64.4,245,"(60, 120]"
265025,2022-02-25,190.37,245,"(120, 240]"
265182,2022-02-27,34.63,70,"(30, 60]"
265023,2022-02-25,327.98,245,"(240, 480]"
265424,2022-02-28,131.71,28,"(120, 240]"
265317,2022-02-28,974,103,"(480, 1000]"
261783,2022-01-27,172.47,277,"(120, 240]"
265483,2022-03-01,78.55,31,"(60, 120]"
265302,2022-02-28,317.68,31,"(240, 480]"
264049,2022-02-17,667.88,249,"(480, 1000]"
265581,2022-03-02,5.38,243,"(0, 30]"
265578,2022-03-02,704.73,243,"(480, 1000]"
265572,2022-03-01,994.43,243,"(480, 1000]"
263661,2022-02-14,1064.09,247,"(1000, 2000]"
263677,2022-02-14,39.98,243,"(30, 60]"
261349,2022-01-23,590.65,281,"(480, 1000]"
265176,2022-02-27,400.03,241,"(240, 480]"
265813,2022-03-04,856.53,241,"(480, 1000]"
260954,2022-01-19,1539.2,285,"(1000, 2000]"
265879,2022-03-04,457.09,241,"(240, 480]"
265686,2022-03-02,262.05,241,"(240, 480]"
265970,2022-03-05,777.45,240,"(480, 1000]"
265241,2022-02-27,34.93,106,"(30, 60]"
265489,2022-03-01,42.91,239,"(30, 60]"
266123,2022-03-06,45.36,31,"(30, 60]"
266136,2022-03-07,18.79,238,"(0, 30]"
260861,2022-01-18,748.27,238,"(480, 1000]"
265653,2022-03-02,495.3,238,"(480, 1000]"
266325,2022-03-08,411.67,122,"(240, 480]"
266402,2022-03-08,169.46,237,"(120, 240]"
265918,2022-03-04,69.49,241,"(60, 120]"
265902,2022-03-04,29.52,61,"(0, 30]"
266366,2022-03-08,148.56,236,"(120, 240]"
261558,2022-01-25,357.84,279,"(240, 480]"
266455,2022-03-08,132.97,236,"(120, 240]"
266410,2022-03-08,131.48,236,"(120, 240]"
266603,2022-03-09,304.75,235,"(240, 480]"
266489,2022-03-09,140.15,235,"(120, 240]"
266549,2022-03-09,317.75,31,"(240, 480]"
263845,2022-02-16,182.04,61,"(120, 240]"
266249,2022-03-07,288.97,235,"(240, 480]"
266615,2022-03-10,53.15,61,"(30, 60]"
265449,2022-03-01,544.05,237,"(480, 1000]"
266810,2022-03-11,277.63,234,"(240, 480]"
266485,2022-03-09,57.34,234,"(30, 60]"
266693,2022-03-10,1167.68,235,"(1000, 2000]"
266875,2022-03-11,276.37,234,"(240, 480]"
266614,2022-03-09,1767.55,234,"(1000, 2000]"
266316,2022-03-08,1029.12,233,"(1000, 2000]"
263529,2022-02-13,693.99,233,"(480, 1000]"
267011,2022-03-12,599.09,233,"(480, 1000]"
267010,2022-03-12,1466.12,233,"(1000, 2000]"
266616,2022-03-10,545.86,232,"(480, 1000]"
266106,2022-03-06,44.33,232,"(30, 60]"
266496,2022-03-09,85.17,231,"(60, 120]"
264081,2022-02-18,1450.94,250,"(1000, 2000]"
266754,2022-03-11,661.77,231,"(480, 1000]"
267203,2022-03-14,1113.12,231,"(1000, 2000]"
266095,2022-03-06,1141.78,31,"(1000, 2000]"
267254,2022-03-14,9.98,61,"(0, 30]"
266108,2022-03-06,70.74,231,"(60, 120]"
264687,2022-02-23,494.81,233,"(480, 1000]"
266584,2022-03-09,385.5,230,"(240, 480]"
261589,2022-01-25,12.47,276,"(0, 30]"
267358,2022-03-15,312.43,61,"(240, 480]"
267546,2022-03-16,183.05,214,"(120, 240]"
267048,2022-03-13,58.76,229,"(30, 60]"
267558,2022-03-16,810.82,228,"(480, 1000]"
267778,2022-03-18,271.81,31,"(240, 480]"
267721,2022-03-17,1262.95,153,"(1000, 2000]"
267765,2022-03-17,732.39,227,"(480, 1000]"
261680,2022-01-26,740.94,228,"(480, 1000]"
267026,2022-03-12,988.85,227,"(480, 1000]"
267854,2022-03-18,728.42,227,"(480, 1000]"
267919,2022-03-19,360.43,226,"(240, 480]"
260855,2022-01-18,160.93,286,"(120, 240]"
267515,2022-03-16,107.44,227,"(60, 120]"
268045,2022-03-20,1190.59,225,"(1000, 2000]"
265250,2022-02-27,2096.14,120,"(2000, 3000]"
267949,2022-03-19,197.83,225,"(120, 240]"
263934,2022-02-17,484.64,153,"(480, 1000]"
263501,2022-02-13,53.37,259,"(30, 60]"
268226,2022-03-21,297.8,31,"(240, 480]"
268046,2022-03-20,125.97,26,"(120, 240]"
268344,2022-03-22,783.8,223,"(480, 1000]"
262119,2022-01-31,10.33,273,"(0, 30]"
268389,2022-03-23,375.1,222,"(240, 480]"
268263,2022-03-22,1251.35,34,"(1000, 2000]"
268408,2022-03-23,247.95,222,"(240, 480]"
268293,2022-03-22,1283.83,222,"(1000, 2000]"
267643,2022-03-17,893.52,222,"(480, 1000]"
268373,2022-03-23,477.15,222,"(240, 480]"
267498,2022-03-16,256.46,214,"(240, 480]"
268352,2022-03-22,918.87,223,"(480, 1000]"
267106,2022-03-13,1149.51,228,"(1000, 2000]"
268465,2022-03-24,368.84,221,"(240, 480]"
268113,2022-03-20,978.68,212,"(480, 1000]"
268510,2022-03-24,356,221,"(240, 480]"
267391,2022-03-15,75.69,221,"(60, 120]"
268527,2022-03-25,138.52,220,"(120, 240]"
268553,2022-03-25,190.72,220,"(120, 240]"
268129,2022-03-20,899.45,184,"(480, 1000]"
268584,2022-03-25,684.51,220,"(480, 1000]"
267195,2022-03-14,257.12,220,"(240, 480]"
268600,2022-03-26,332.59,219,"(240, 480]"
268104,2022-03-20,180.53,220,"(120, 240]"
268409,2022-03-23,831.34,31,"(480, 1000]"
268147,2022-03-21,268.66,219,"(240, 480]"
265101,2022-02-26,1372.37,219,"(1000, 2000]"
259533,2022-01-06,1172.66,218,"(1000, 2000]"
265196,2022-02-27,166.9,61,"(120, 240]"
268714,2022-03-27,606.7,218,"(480, 1000]"
268779,2022-03-28,126.63,217,"(120, 240]"
268764,2022-03-28,2690.25,217,"(2000, 3000]"
261582,2022-01-25,55.16,217,"(30, 60]"
268736,2022-03-27,40.38,217,"(30, 60]"
268511,2022-03-24,135.95,220,"(120, 240]"
